,longitude,latitude,TOT,CR,TIME,MO,YR
97475,-73.96494924291099,40.651315151754,1,ROBBERY,11/15/2013,11,2013
31443,-73.980424621801,40.759901690552,2,GRAND LARCENY,09/12/2013,9,2013
36000,-73.818381520467,40.76524694282,1,ROBBERY,06/08/2013,6,2013
23931,-73.95419797031,40.610886121378,1,GRAND LARCENY,08/28/2013,8,2013
29089,-73.713041065797,40.736923618211996,1,GRAND LARCENY OF MOTOR VEHICLE,12/25/2013,12,2013
7783,-73.858181207676,40.885834382353,1,ROBBERY,04/01/2013,4,2013
60917,-73.98941364247,40.731659396741,5,GRAND LARCENY,03/10/2013,3,2013
60137,-73.98897676984801,40.667945096160004,1,BURGLARY,01/22/2013,1,2013
17701,-73.995972254548,40.748745890941,1,FELONY ASSAULT,01/04/2013,1,2013
20678,-73.924976916216,40.868122501385,2,BURGLARY,02/09/2013,2,2013
48161,-73.941688300281,40.793659844886,1,ROBBERY,05/09/2013,5,2013
9704,-73.967929545096,40.62894327005,1,GRAND LARCENY,05/14/2013,5,2013
43093,-73.94680695143501,40.634059958948995,1,ROBBERY,06/01/2013,6,2013
2152,-73.930625660829,40.683268001799,1,GRAND LARCENY,11/13/2013,11,2013
54681,-73.955265315429,40.619754969576,1,GRAND LARCENY,10/31/2013,10,2013
77533,-73.887864827267,40.826342656632,1,GRAND LARCENY,08/14/2013,8,2013
2051,-73.922010902804,40.674962287155,1,GRAND LARCENY,11/19/2013,11,2013
48305,-73.907461366007,40.84597650507,1,GRAND LARCENY,05/28/2013,5,2013
59868,-73.884279690687,40.855855733627,1,ROBBERY,01/27/2013,1,2013
21455,-73.967210442726,40.582056461961,1,ROBBERY,04/08/2013,4,2013
39428,-73.833002793974,40.884422864215004,1,GRAND LARCENY,09/01/2013,9,2013
54832,-73.908578173487,40.682945182575004,1,BURGLARY,10/12/2013,10,2013
33845,-73.89938755119,40.816848323234,1,FELONY ASSAULT,03/27/2013,3,2013
16763,-73.92786212276,40.628167550052,1,FELONY ASSAULT,05/21/2013,5,2013
28870,-73.867494913334,40.672974604288,1,ROBBERY,12/16/2013,12,2013
16769,-73.927511660014,40.652318708685,1,GRAND LARCENY,05/05/2013,5,2013
46169,-73.936764215858,40.818129217165996,1,GRAND LARCENY OF MOTOR VEHICLE,01/30/2013,1,2013
84734,-73.98472328982001,40.730514307175,4,GRAND LARCENY,09/07/2013,9,2013
20268,-73.908877720462,40.848963873623,1,FELONY ASSAULT,01/03/2013,1,2013
42236,-73.898233253929,40.884188661383,1,GRAND LARCENY,12/26/2013,12,2013
37408,-74.031728816965,40.615071188952996,1,FELONY ASSAULT,07/15/2013,7,2013
23600,-73.866950506621,40.692879086979,1,GRAND LARCENY OF MOTOR VEHICLE,05/18/2013,5,2013
14100,-73.997171158397,40.732598554682,2,BURGLARY,11/10/2013,11,2013
54738,-73.886283566017,40.673313103518,1,FELONY ASSAULT,10/25/2013,10,2013
59483,-73.810597382089,40.735129947169,1,GRAND LARCENY,01/24/2013,1,2013
92905,-73.825818237281,40.874243149822,1,GRAND LARCENY,08/17/2013,8,2013
79887,-74.013229319186,40.704299357088,2,GRAND LARCENY,10/08/2013,10,2013
50316,-73.963244498564,40.599232220585996,1,GRAND LARCENY OF MOTOR VEHICLE,06/03/2013,6,2013
42221,-73.875092764011,40.839303797526,1,BURGLARY,12/09/2013,12,2013
96542,-73.908350345505,40.806738745966,1,GRAND LARCENY,12/15/2013,12,2013
19070,-73.953740771902,40.662559302686,1,GRAND LARCENY,01/19/2013,1,2013
84064,-74.00187950832401,40.719396293473004,1,GRAND LARCENY,01/24/2013,1,2013
63752,-73.863462157021,40.88544277018,1,FELONY ASSAULT,06/18/2013,6,2013
90772,-73.949161147296,40.783417297413,1,RAPE,06/17/2013,6,2013
34990,-73.921064904411,40.645737961712,1,GRAND LARCENY,03/31/2013,3,2013
37384,-73.91511640502,40.647852699122,1,GRAND LARCENY,07/25/2013,7,2013
73290,-73.985185269238,40.729874839541004,1,ROBBERY,01/22/2013,1,2013
17766,-73.913000552017,40.833412787082,1,FELONY ASSAULT,09/07/2013,9,2013
19726,-73.942438691172,40.702699250205995,1,ROBBERY,02/28/2013,2,2013
87025,-73.882904465552,40.844422643432004,1,ROBBERY,01/06/2013,1,2013
69955,-73.800964575693,40.595700610812,1,FELONY ASSAULT,12/19/2013,12,2013
51431,-74.000353201357,40.656409317413996,1,GRAND LARCENY OF MOTOR VEHICLE,07/09/2013,7,2013
18932,-73.911882542831,40.861740055512,1,GRAND LARCENY,01/08/2013,1,2013
32311,-74.007571531833,40.713991626733,1,GRAND LARCENY,01/05/2013,1,2013
46261,-73.897439474856,40.861898292563,3,GRAND LARCENY,01/30/2013,1,2013
43627,-73.99226736787,40.734533381408,1,FELONY ASSAULT,03/10/2013,3,2013
5577,-73.941895432542,40.680474575798996,1,BURGLARY,01/08/2013,1,2013
27653,-73.862178907402,40.749075219253,1,ROBBERY,10/08/2013,10,2013
59610,-73.989102793081,40.735005223049995,1,GRAND LARCENY,01/13/2013,1,2013
31115,-73.78359977498499,40.728412604799,1,FELONY ASSAULT,07/19/2013,7,2013
34236,-73.998361539356,40.746036882739,1,GRAND LARCENY,02/04/2013,2,2013
76941,-73.95171152762201,40.697345729271,1,FELONY ASSAULT,06/23/2013,6,2013
92681,-73.989756479992,40.754729054351,3,GRAND LARCENY,08/17/2013,8,2013
25606,-73.945690762014,40.836839001104,1,FELONY ASSAULT,09/11/2013,9,2013
16800,-73.87927505659,40.679489945431,1,ROBBERY,05/23/2013,5,2013
37668,-73.971411607952,40.792619818119995,1,ROBBERY,02/22/2013,2,2013
57659,-73.914266796822,40.75936916398,1,ROBBERY,04/12/2013,4,2013
7608,-73.94639903399201,40.783070209254,1,ROBBERY,04/02/2013,4,2013
51453,-73.90842645152,40.670028146686,1,GRAND LARCENY,07/03/2013,7,2013
11372,-73.921153383552,40.820913723316,1,GRAND LARCENY,07/08/2013,7,2013
7507,-74.00353249224,40.733512538407,1,GRAND LARCENY,04/18/2013,4,2013
9793,-73.85980473012499,40.669891337261,1,GRAND LARCENY OF MOTOR VEHICLE,05/18/2013,5,2013
78727,-73.958020660437,40.7175579006,1,ROBBERY,07/17/2013,7,2013
59488,-73.79857977187001,40.723776428758,1,GRAND LARCENY,01/30/2013,1,2013
95798,-74.134448299097,40.640844654019,1,GRAND LARCENY,10/06/2013,10,2013
74108,-73.97060153488499,40.696978816221,1,ROBBERY,03/17/2013,3,2013
71837,-73.976234622591,40.625978168937,1,GRAND LARCENY,12/26/2013,12,2013
35036,-73.888396661909,40.810857457143,1,GRAND LARCENY,04/08/2013,4,2013
46377,-73.987392127201,40.641290360718,1,GRAND LARCENY,01/30/2013,1,2013
94922,-73.948498628941,40.636237345897996,1,BURGLARY,11/10/2013,11,2013
37706,-73.907723078508,40.665128154457996,2,FELONY ASSAULT,07/18/2013,7,2013
51508,-73.97539210859101,40.683354902658,2,GRAND LARCENY,07/09/2013,7,2013
25591,-73.994335287581,40.687952141630994,1,BURGLARY,03/16/2013,3,2013
22517,-74.004740158296,40.718007362876,1,GRAND LARCENY,06/06/2013,6,2013
16384,-73.888314179316,40.655498722096,1,GRAND LARCENY OF MOTOR VEHICLE,03/03/2013,3,2013
27898,-73.98917399202,40.763171834049004,2,GRAND LARCENY,11/11/2013,11,2013
45785,-73.88501659516,40.841529099334004,1,GRAND LARCENY OF MOTOR VEHICLE,12/13/2013,12,2013
24705,-73.920937738321,40.816917263813,1,ROBBERY,08/01/2013,8,2013
75078,-74.007397948026,40.710047414963,3,GRAND LARCENY,08/12/2013,8,2013
48099,-73.952025291808,40.812592241291,1,GRAND LARCENY,02/11/2013,2,2013
31367,-73.711698856261,40.738558891955,1,ROBBERY,08/23/2013,8,2013
52403,-73.911692705813,40.822290204345,1,FELONY ASSAULT,07/09/2013,7,2013
68430,-73.955473503311,40.685654527505996,1,BURGLARY,10/28/2013,10,2013
79349,-73.82300088340999,40.863586680239,1,GRAND LARCENY,08/13/2013,8,2013
15813,-73.93315478152,40.717609277869,1,GRAND LARCENY OF MOTOR VEHICLE,01/29/2013,1,2013
13121,-73.992212187008,40.589202849596,1,GRAND LARCENY,11/02/2013,11,2013
45427,-73.974679576194,40.774711192686,2,GRAND LARCENY,10/23/2013,10,2013
93214,-73.833941530698,40.760524752507,1,FELONY ASSAULT,08/01/2013,8,2013
53181,-73.87073351840901,40.86015053515,1,GRAND LARCENY OF MOTOR VEHICLE,09/01/2013,9,2013
20672,-73.953733424956,40.818658771529996,1,ROBBERY,02/16/2013,2,2013
80926,-73.977808196995,40.671412881612,1,GRAND LARCENY,08/17/2013,8,2013
8232,-73.835247604901,40.756409503987996,1,GRAND LARCENY,04/11/2013,4,2013
61505,-73.982124049449,40.762654944257996,2,GRAND LARCENY,02/24/2013,2,2013
88652,-73.97848254725099,40.737734757647,3,GRAND LARCENY,02/04/2013,2,2013
91979,-73.88509715435,40.882771050299,1,GRAND LARCENY,08/20/2013,8,2013
80530,-73.949957114494,40.675650306378,1,GRAND LARCENY,09/09/2013,9,2013
88305,-73.897439474856,40.861898292563,1,GRAND LARCENY,03/21/2013,3,2013
96274,-73.86220265279,40.763767886493,1,BURGLARY,12/29/2013,12,2013
44575,-73.981889323727,40.762970553,1,ROBBERY,07/09/2013,7,2013
65197,-73.894068318175,40.69958526748,1,ROBBERY,07/02/2013,7,2013
12203,-73.878307729649,40.881614065902,1,ROBBERY,09/21/2013,9,2013
35131,-73.838717340543,40.888674282875,1,FELONY ASSAULT,04/28/2013,4,2013
92376,-73.859531105219,40.686845492677,1,GRAND LARCENY OF MOTOR VEHICLE,07/05/2013,7,2013
41238,-73.762995741649,40.710811005257,1,GRAND LARCENY,10/22/2013,10,2013
67839,-73.965969650907,40.756261540760995,1,BURGLARY,10/02/2013,10,2013
21266,-73.938017260977,40.826547946721,1,FELONY ASSAULT,04/03/2013,4,2013
79690,-73.946457844717,40.799744478382,1,GRAND LARCENY,07/06/2013,7,2013
87309,-73.865326336634,40.814991074052,1,ROBBERY,02/22/2013,2,2013
66907,-73.949196839332,40.660916007404,2,FELONY ASSAULT,09/04/2013,9,2013
53807,-73.923971080892,40.678998418773,1,FELONY ASSAULT,08/06/2013,8,2013
663,-73.910153911022,40.773841801461,1,GRAND LARCENY,10/29/2013,10,2013
24545,-73.994704624543,40.759302133091005,2,GRAND LARCENY,08/16/2013,8,2013
13446,-73.987982217666,40.585974599456,1,FELONY ASSAULT,01/05/2013,1,2013
68152,-73.846157362876,40.86814863498,1,FELONY ASSAULT,10/01/2013,10,2013
61490,-73.937544855331,40.675410932259,1,RAPE,06/07/2013,6,2013
62433,-73.91813411313501,40.646658160595,1,GRAND LARCENY,04/12/2013,4,2013
37468,-73.961908669771,40.769402098081,2,GRAND LARCENY,02/09/2013,2,2013
20468,-73.852445814175,40.905190948431,1,BURGLARY,01/23/2013,1,2013
34147,-73.942994024033,40.753408904985,1,GRAND LARCENY,01/21/2013,1,2013
2587,-73.911631885604,40.685796642749,1,GRAND LARCENY OF MOTOR VEHICLE,01/04/2013,1,2013
78678,-73.978632756403,40.685674882191,1,GRAND LARCENY,07/05/2013,7,2013
6359,-73.988757250423,40.72991641503,1,GRAND LARCENY,03/03/2013,3,2013
22462,-73.997065987396,40.744697419270004,1,GRAND LARCENY,07/13/2013,7,2013
84871,-73.899268932689,40.852252274832004,1,ROBBERY,05/06/2013,5,2013
30013,-73.898014532322,40.74387004926,1,BURGLARY,02/23/2013,2,2013
83728,-73.97751721494001,40.689789080884,1,GRAND LARCENY,11/07/2013,11,2013
26508,-73.782117541359,40.697314308196,1,GRAND LARCENY OF MOTOR VEHICLE,08/03/2013,8,2013
27719,-73.891666999985,40.748063723232,2,GRAND LARCENY,10/19/2013,10,2013
18010,-73.854649303005,40.83389197266,1,BURGLARY,10/06/2013,10,2013
16630,-73.851548034426,40.743509372894,1,GRAND LARCENY OF MOTOR VEHICLE,04/10/2013,4,2013
85872,-73.982264705999,40.736019931693,1,ROBBERY,09/10/2013,9,2013
36077,-74.0894899178,40.64044651888,1,BURGLARY,06/10/2013,6,2013
69440,-73.93916577009401,40.803407815818,1,BURGLARY,12/25/2013,12,2013
83830,-73.745627102649,40.726114462377,1,GRAND LARCENY,11/07/2013,11,2013
58993,-73.993943692694,40.751526231492,2,GRAND LARCENY,10/20/2013,10,2013
73550,-73.84849027293899,40.878877996674,1,BURGLARY,01/22/2013,1,2013
49632,-73.847407123281,40.717423257659,1,GRAND LARCENY,05/05/2013,5,2013
77984,-73.891034213072,40.662744811207,1,GRAND LARCENY,05/15/2013,5,2013
75106,-74.134562246066,40.625877174473,1,FELONY ASSAULT,01/03/2013,1,2013
61264,-73.939278381896,40.644324477252,1,ROBBERY,03/26/2013,3,2013
14243,-73.939904829551,40.800970886213,1,ROBBERY,11/14/2013,11,2013
9059,-73.920307824806,40.863247532887996,1,GRAND LARCENY OF MOTOR VEHICLE,06/02/2013,6,2013
86581,-73.896971425996,40.704297923904,1,GRAND LARCENY,01/07/2013,1,2013
44905,-73.90490382451999,40.827277446594,1,GRAND LARCENY,08/08/2013,8,2013
55778,-73.953375385766,40.824334703670004,2,ROBBERY,12/07/2013,12,2013
65826,-73.979252638858,40.779328754149,1,GRAND LARCENY,07/02/2013,7,2013
23370,-73.899203902084,40.637549647366,1,FELONY ASSAULT,05/10/2013,5,2013
51884,-74.001973508014,40.726307592698,1,ROBBERY,08/18/2013,8,2013
20583,-73.984493494131,40.756699193348,1,GRAND LARCENY,02/25/2013,2,2013
23930,-74.00361703334501,40.629139821219,1,FELONY ASSAULT,08/04/2013,8,2013
34855,-73.999314483681,40.728245405597,2,GRAND LARCENY,04/12/2013,4,2013
16143,-73.937270458388,40.829157767051,1,FELONY ASSAULT,02/03/2013,2,2013
51095,-73.900873914265,40.869196702522004,1,ROBBERY,07/17/2013,7,2013
48029,-73.966879869416,40.755004712552,1,GRAND LARCENY,02/25/2013,2,2013
3086,-73.973121690868,40.689620707225,1,GRAND LARCENY,04/05/2013,4,2013
26403,-73.91091336847201,40.686534432545,1,GRAND LARCENY,08/10/2013,8,2013
74350,-73.919407377902,40.69339438799,1,FELONY ASSAULT,02/10/2013,2,2013
61577,-73.935313988719,40.815927147135,1,GRAND LARCENY,02/08/2013,2,2013
38181,-73.97864750232199,40.72970638273,1,GRAND LARCENY,08/17/2013,8,2013
80593,-73.937342904385,40.686991021839,1,GRAND LARCENY,09/12/2013,9,2013
55618,-74.111875019738,40.562002520565,1,GRAND LARCENY,12/20/2013,12,2013
86419,-73.93976740307201,40.841079381472994,1,GRAND LARCENY,11/12/2013,11,2013
77411,-73.900390151131,40.813193223934995,1,GRAND LARCENY,08/31/2013,8,2013
43742,-73.947244733665,40.700105004373,1,ROBBERY,03/28/2013,3,2013
54509,-73.838270847603,40.880428603946,1,BURGLARY,10/03/2013,10,2013
64878,-73.88697988675,40.681495967962,1,GRAND LARCENY,05/18/2013,5,2013
30833,-73.927312517095,40.818560056636,2,GRAND LARCENY,12/11/2013,12,2013
96888,-73.981600168305,40.672827110142,2,GRAND LARCENY,12/06/2013,12,2013
26562,-73.936190393663,40.851392065642,1,GRAND LARCENY,11/09/2013,11,2013
10246,-73.952971939532,40.633428599631,1,GRAND LARCENY,09/01/2013,9,2013
19167,-73.927764792974,40.691464874313,1,ROBBERY,01/03/2013,1,2013
30161,-73.96106526409099,40.760860179394996,1,ROBBERY,04/12/2013,4,2013
19253,-73.911856356659,40.846037585974,1,FELONY ASSAULT,02/26/2013,2,2013
68621,-73.804103488045,40.731054092303,1,BURGLARY,10/21/2013,10,2013
53834,-73.77591925668399,40.690585936908,1,GRAND LARCENY,06/14/2013,6,2013
26773,-74.005456403674,40.609937184121996,1,GRAND LARCENY,11/08/2013,11,2013
36818,-73.966597699481,40.713081258565005,1,GRAND LARCENY OF MOTOR VEHICLE,06/08/2013,6,2013
39199,-73.97129703785599,40.765177918419,1,GRAND LARCENY,09/24/2013,9,2013
91765,-73.827389056127,40.886195910516,1,ROBBERY,07/05/2013,7,2013
993,-73.92992000407699,40.754334906895,1,GRAND LARCENY,11/01/2013,11,2013
1424,-73.947828208686,40.714916017617995,1,GRAND LARCENY,11/01/2013,11,2013
69159,-73.989362427219,40.713447921487,1,GRAND LARCENY,12/11/2013,12,2013
94898,-74.006034183075,40.626814883034,1,GRAND LARCENY,11/16/2013,11,2013
16848,-73.84457799829799,40.680691693259,1,ROBBERY,05/02/2013,5,2013
89041,-73.937249250618,40.598762585178,1,GRAND LARCENY,05/10/2013,5,2013
41731,-74.169067840596,40.582307295496,1,ROBBERY,11/01/2013,11,2013
69367,-73.958595286531,40.773938009018,1,GRAND LARCENY,12/17/2013,12,2013
4887,-73.981179260262,40.695276531283,1,GRAND LARCENY,01/15/2013,1,2013
57323,-73.94236905057001,40.837490630318,1,ROBBERY,06/30/2013,6,2013
76940,-73.959869922742,40.707792696565,1,BURGLARY,06/30/2013,6,2013
62099,-73.979279846656,40.749910615596,1,GRAND LARCENY,04/25/2013,4,2013
93615,-74.00564860637999,40.753217016202996,1,GRAND LARCENY,09/22/2013,9,2013
19647,-73.99659656573,40.679306198992,1,ROBBERY,02/08/2013,2,2013
39619,-73.961951704884,40.643521757549,2,ROBBERY,09/26/2013,9,2013
62417,-73.95580720286199,40.650027443868,1,GRAND LARCENY,04/02/2013,4,2013
70163,-73.941860382052,40.687594497817,1,ROBBERY,11/07/2013,11,2013
2280,-73.956953730375,40.766493672915004,1,GRAND LARCENY OF MOTOR VEHICLE,12/05/2013,12,2013
51733,-73.876671014523,40.748254498957,1,BURGLARY,07/12/2013,7,2013
4233,-73.966219340744,40.804832451551,1,GRAND LARCENY,09/12/2013,9,2013
47360,-73.982327058876,40.718607206403,1,ROBBERY,03/23/2013,3,2013
49594,-73.913687712078,40.724342949412,1,FELONY ASSAULT,05/12/2013,5,2013
71202,-73.958974407952,40.644967235625,1,ROBBERY,04/10/2013,4,2013
61931,-73.853184656473,40.713201087986995,1,BURGLARY,03/03/2013,3,2013
58908,-73.98092504372799,40.688903135464,1,GRAND LARCENY,09/09/2013,9,2013
56403,-73.81314560821299,40.719431322986004,1,GRAND LARCENY,12/24/2013,12,2013
71324,-73.912565332884,40.820863615584,1,ROBBERY,05/20/2013,5,2013
47383,-73.994067329674,40.741164810019995,1,BURGLARY,03/04/2013,3,2013
25783,-73.905011022861,40.886335295361,1,GRAND LARCENY,09/04/2013,9,2013
80980,-73.993682077787,40.693861596356,1,BURGLARY,08/08/2013,8,2013
81312,-73.820784893991,40.765574586605,1,GRAND LARCENY,08/18/2013,8,2013
71308,-73.951167278525,40.810173780674,1,GRAND LARCENY,05/12/2013,5,2013
49091,-73.894798249175,40.659825123051,1,FELONY ASSAULT,04/13/2013,4,2013
338,-73.932252849589,40.671551527339,1,GRAND LARCENY,10/12/2013,10,2013
61897,-73.829768875947,40.75620940551,1,GRAND LARCENY,03/10/2013,3,2013
3161,-73.99993503669799,40.748402867814,1,ROBBERY,05/29/2013,5,2013
34912,-73.97652528902799,40.762346528295005,2,GRAND LARCENY,04/18/2013,4,2013
71200,-73.963220426088,40.629858619707,2,ROBBERY,04/21/2013,4,2013
9981,-73.887838613294,40.839750560683,1,FELONY ASSAULT,07/09/2013,7,2013
39937,-73.788082231415,40.74161226546,1,BURGLARY,09/17/2013,9,2013
11631,-73.850859120069,40.88682147604,1,MURDER,08/28/2013,8,2013
94833,-73.977235897293,40.605461042955,1,ROBBERY,11/27/2013,11,2013
82411,-73.947917436293,40.789998612122,1,ROBBERY,11/20/2013,11,2013
73785,-73.990657871121,40.684383699376,1,ROBBERY,01/07/2013,1,2013
4696,-73.91420884402899,40.756720441141,1,GRAND LARCENY,10/23/2013,10,2013
4909,-73.84934569216401,40.694463079503,1,ROBBERY,01/02/2013,1,2013
34285,-73.97742914302499,40.758224103923,8,GRAND LARCENY,02/03/2013,2,2013
93166,-73.916303878594,40.833080376622,1,FELONY ASSAULT,07/20/2013,7,2013
38353,-73.90330095531701,40.818814146989006,1,BURGLARY,08/05/2013,8,2013
21112,-73.788769088086,40.70936253822,1,ROBBERY,01/24/2013,1,2013
49686,-73.868025141595,40.754807614706,2,FELONY ASSAULT,05/11/2013,5,2013
57334,-74.12489341144101,40.631729002104,1,GRAND LARCENY OF MOTOR VEHICLE,03/12/2013,3,2013
16182,-73.90579115139,40.879419317035996,1,GRAND LARCENY,02/23/2013,2,2013
66621,-73.90469294986,40.833230559361,1,GRAND LARCENY,09/05/2013,9,2013
32300,-74.012381698352,40.704030464428,1,BURGLARY,01/28/2013,1,2013
79390,-73.942208956122,40.788812911595,1,FELONY ASSAULT,07/04/2013,7,2013
6057,-73.990966896186,40.745421716313,1,GRAND LARCENY,08/17/2013,8,2013
44460,-73.982054723147,40.778796745805,1,GRAND LARCENY,12/12/2013,12,2013
55578,-73.88563359301601,40.762234513796,1,GRAND LARCENY,12/22/2013,12,2013
23940,-73.96069921815,40.616509866007,1,GRAND LARCENY,08/24/2013,8,2013
18999,-73.91267241467101,40.626381136234,1,BURGLARY,01/01/2013,1,2013
70477,-73.798118104904,40.592728509939,1,ROBBERY,06/13/2013,6,2013
5388,-73.937128391672,40.585617671206,1,BURGLARY,01/18/2013,1,2013
36104,-74.072432549106,40.590972638885,1,GRAND LARCENY,06/24/2013,6,2013
57149,-73.942596991785,40.837183336391,1,GRAND LARCENY,02/17/2013,2,2013
85132,-73.834415171753,40.887992997654,1,GRAND LARCENY,11/02/2013,11,2013
17685,-73.870554101657,40.733159872581,1,GRAND LARCENY,08/21/2013,8,2013
21365,-73.92442166218001,40.841314626222,1,GRAND LARCENY,04/15/2013,4,2013
42639,-73.871130598913,40.703733919031,1,BURGLARY,12/03/2013,12,2013
26794,-73.970081057308,40.635300780147,1,FELONY ASSAULT,11/10/2013,11,2013
2057,-74.009800004726,40.733204763124,1,ROBBERY,12/26/2013,12,2013
1148,-73.891464706066,40.752608838211,1,GRAND LARCENY,12/16/2013,12,2013
64137,-73.798849099355,40.703871837695,1,ROBBERY,06/01/2013,6,2013
94011,-74.016828562643,40.631960289441,1,GRAND LARCENY OF MOTOR VEHICLE,09/24/2013,9,2013
40971,-73.882539100621,40.639913563748,1,GRAND LARCENY,10/20/2013,10,2013
70534,-73.95317857588701,40.657289097322,1,BURGLARY,07/25/2013,7,2013
28023,-73.725924009954,40.767454774794004,1,BURGLARY,11/09/2013,11,2013
45608,-73.7902652842,40.701559141692,1,FELONY ASSAULT,10/09/2013,10,2013
5805,-73.9301962321,40.659508953141,1,GRAND LARCENY,02/17/2013,2,2013
18944,-73.879905688112,40.881862761913,1,FELONY ASSAULT,01/30/2013,1,2013
6889,-74.197264627318,40.537469717226,1,GRAND LARCENY,01/04/2013,1,2013
6197,-73.890793512883,40.739315372858,1,RAPE,02/03/2013,2,2013
47298,-73.95618576353401,40.737574727037,1,GRAND LARCENY,02/04/2013,2,2013
63522,-73.98768437686401,40.756345506558,3,GRAND LARCENY,06/04/2013,6,2013
61076,-73.88910686606499,40.811728220007,1,GRAND LARCENY OF MOTOR VEHICLE,03/05/2013,3,2013
25359,-74.004145041506,40.719753052904004,1,GRAND LARCENY,10/23/2013,10,2013
85179,-73.890311346451,40.672715907768,1,ROBBERY,11/21/2013,11,2013
58649,-73.868053712587,40.691184087876,1,GRAND LARCENY,08/30/2013,8,2013
6307,-74.033877857547,40.612564578953,1,FELONY ASSAULT,02/09/2013,2,2013
21259,-73.938511962044,40.807346149694,1,BURGLARY,04/04/2013,4,2013
92906,-73.830333520695,40.871796116561,2,GRAND LARCENY,08/08/2013,8,2013
75685,-73.922269334581,40.852245362763,1,ROBBERY,03/18/2013,3,2013
69888,-73.906750071195,40.683015079734,1,BURGLARY,12/29/2013,12,2013
87844,-73.74906193679,40.597687793834,1,BURGLARY,02/17/2013,2,2013
29128,-73.931340765762,40.741627573189994,1,BURGLARY,12/22/2013,12,2013
19745,-73.850371448497,40.822295556267,1,FELONY ASSAULT,01/26/2013,1,2013
45625,-73.939820701137,40.750198680885,3,GRAND LARCENY,10/13/2013,10,2013
34071,-73.95616630836001,40.624533998763,1,ROBBERY,03/31/2013,3,2013
27896,-73.986610787724,40.764140458688004,1,BURGLARY,11/26/2013,11,2013
289,-73.921209596045,40.672735727571,1,BURGLARY,10/02/2013,10,2013
93136,-73.879468364576,40.829861147542,1,RAPE,07/18/2013,7,2013
91152,-73.942549992338,40.665617431458,1,GRAND LARCENY,06/24/2013,6,2013
59652,-73.991689787946,40.765458413048,1,BURGLARY,01/27/2013,1,2013
77578,-73.892275708909,40.831399883747004,1,FELONY ASSAULT,08/28/2013,8,2013
96203,-73.996962725581,40.714087902302,1,BURGLARY,12/30/2013,12,2013
